Z06	J26	22.2036033112 	0
Z06	J28	28.6530975638 	0
J27	J28	25.4950975680 	0
J28	F18	13.0384048104 	0
J28	F19	8.0622577483 	0
J25	J15	23.6008474424 	0
J16	Z06	26.4196896272 	0
J20	J31	20.6155281281 	0
J19	J31	21.2602916255 	0
J18	J29	19.2353840617 	0
J31	F23	9.0553851381 	0
J29	J31	27.0185121722 	0
J30	J31	18.0277563773 	0
J29	J30	20.0249843945 	0
J29	F20	9.4339811321 	0
J28	J29	18.3847763109 	0
J28	J30	20.6155281281 	0
J30	F21	8.0622577483 	0
J30	F22	10.2956301410 	0
J15	J37	14.0356688476 	0
J37	F31	7.2111025509 	0
J37	F32	8.9442719100 	0
J37	F33	11.7046999107 	0
J37	Z04	14.1421356237 	0
Z04	J38	10.0000000000 	0
J38	F34	8.6023252670 	0
J38	F35	9.8488578018 	0
Z04	J07	15.8113883008 	0
J07	J52	28.6356421266 	0
J52	Z02	17.4642491966 	0
J08	J52	22.1359436212 	0
J52	Z03	17.0000000000 	0
Z03	J57	22.0907220344 	0
J58	J61	23.4307490277 	0
J61	F58	10.0498756211 	0
J61	F57	12.3693168769 	0
J61	Z03	26.2488094968 	0
J16	J39	15.2643375225 	0
J39	F36	9.8488578018 	0
J39	J40	15.2315462117 	0
J40	F37	12.0830459736 	0
J40	F38	10.2956301410 	0
J40	F39	12.6491106407 	0
J40	J42	22.3606797750 	0
J38	J42	28.4604989415 	0
J08	J42	29.1547594742 	0
J18	J41	11.1803398875 	0
J41	F40	10.0498756211 	0
J41	Z05	9.4868329805 	0
Z05	J44	14.3178210633 	0
J19	J43	12.6491106407 	0
J43	J44	25.4950975680 	0
J44	F41	12.6491106407 	0
J44	F42	9.0553851381 	0
J44	J45	22.8035085020 	0
J44	J46	24.5967477525 	0
J45	J46	17.0000000000 	0
J46	F43	8.5440037453 	0
J45	J42	19.8494332413 	0
J45	J09	29.1204395571 	0
J45	J10	23.0867927612 	0
J46	J11	21.4709105536 	0
J11	D1	22.5610283454 	0
J10	D1	24.2074368738 	0
J09	D1	32.6955654485 	0
J09	Z03	35.0000000000 	0
Z03	D1	37.2021504755 	0
J01	J02	11.1803398875 	1
J02	J03	29.1204395571 	1
J03	J04	24.8394846967 	1
J12	J13	23.3238075794 	1
J04	J05	20.8806130178 	1
J13	J14	16.4012194669 	1
J05	J06	32.0156211872 	1
J14	J15	37.0000000000 	1
J15	J16	25.6124969497 	1
J16	J17	29.0688837075 	1
J17	J18	18.8679622641 	1
J18	J19	22.6274169980 	1
J19	J20	19.4164878389 	1
J06	J07	26.9258240357 	1
J07	J08	19.6468827044 	1
J08	J09	17.2046505341 	1
J09	J10	16.1554944214 	1
J10	J11	20.2237484162 	1
